epoch,train_loss,val_mae,time_sec
1,1951.1932419294556,2.7741723816251493,71.58164310455322
2,30.576875126960196,2.967005286711813,70.44582295417786
3,26.40431583065784,2.720603734417691,70.35435485839844
4,25.460726248251426,2.7861567012599258,70.12408185005188
5,25.036928942765048,2.6329400317916454,70.67806506156921
6,24.64840805760682,2.6781741282978997,70.55176591873169
7,25.042328617287417,2.631695189762637,70.56550908088684
8,25.31721933283861,2.63007930067719,70.34627103805542
9,24.52108926662607,2.630634870685515,71.19550490379333
10,25.234676677748045,2.722552335978857,71.10339999198914
11,24.818781613383052,2.630153280789735,71.24603486061096
12,24.72371904085962,2.6294803515158063,71.2087607383728
13,24.318682526989793,2.6291433865906764,71.1726348400116
14,24.950557406804737,2.695549532363975,71.25839424133301
15,25.441673934229552,2.6290398269403177,71.27209281921387
16,24.452502887681643,2.6760832155988514,71.61319708824158
17,24.457753774282093,2.6948779371918223,71.8038489818573
18,24.608134958274576,2.653840195285818,72.20872116088867
19,24.345154515564673,2.7332662988881595,71.97060418128967
20,23.806499761043828,3.0395615374455685,72.09954786300659
21,24.459487900310503,2.715420498874018,71.9349262714386
22,25.086165137272545,2.683092419567004,71.24480199813843
23,24.8244368799865,2.719754495255934,71.34987998008728
24,23.971607407087525,2.6415894305119747,71.72984719276428
25,23.339350372667937,2.5455628900580067,71.25443196296692
26,23.78076056992225,2.620479291905471,71.36911535263062
27,23.36216179836671,2.49502688548604,71.28860187530518
28,23.592817144504384,2.6122898456177426,71.34460282325745
29,24.19785180699411,2.4062708453402495,70.9766137599945
30,23.599568046658195,2.393304251582245,71.42906785011292
31,23.855287441415676,2.3708679115837388,71.68296217918396
32,23.201074946340906,2.360388875659046,71.70847010612488
33,23.327311129183382,2.3548647771116165,71.29343509674072
34,23.421028998827843,2.3168185708301317,71.75560975074768
35,21.99989701053811,2.2458559255130957,71.65321111679077
36,21.959331372529842,2.216670031104583,71.12652111053467
37,22.433056334270933,2.163878831707063,71.46778392791748
38,22.226563619370626,2.159035458590815,71.03091311454773
39,20.70421618752498,2.1618594185250704,71.11075115203857
40,20.210909206434568,2.086854048765422,71.65074896812439
41,21.233229942763636,2.1063824429538083,71.58727192878723
42,20.246186996518876,2.031722230338008,72.28298282623291
43,20.54417543889933,2.0142937331903177,72.60013318061829
44,20.682451807854257,2.0158487955729165,71.87522172927856
45,19.53392810158748,1.9901591233217,72.03633213043213
46,20.122301845476894,1.9774759636550654,71.84803295135498
47,19.36701728202201,2.0945228409897436,71.47238397598267
48,18.998529124904323,1.933399033676731,72.49739599227905
49,18.801553122325295,1.932229818542147,71.56847476959229
50,19.089771454858965,1.9483654668422346,72.46760988235474
1,17.876598129861602,1.9989713658400572,71.14275002479553
2,17.770443993645745,1.8769720734142867,70.91100907325745
3,17.12370033706017,1.8534858161634435,70.89830183982849
4,17.209473076013985,1.8635536360610379,70.71151399612427
5,18.385296269273205,1.8624693239972892,71.02483296394348
6,17.841498687920883,1.8753390077684746,71.04773020744324
7,16.744412315398108,1.8373670317436177,71.07086896896362
8,16.44306959056486,1.8158847829683231,71.54790592193604
9,15.519659867157808,1.8978295248062884,71.59531497955322
10,15.64540940730268,1.826225218225698,71.9898009300232
11,14.963600990855095,1.7084527354422814,72.31489777565002
12,15.334191042484004,1.7992851590849663,71.69427514076233
13,15.087819397679628,1.7199661588408257,71.40176701545715
14,14.26436963320699,1.7306086847690936,71.36619710922241
15,14.26977201042028,1.7772636622027622,71.99280190467834
16,14.336399104144123,1.7197917250336194,71.73078203201294
17,12.735347541602883,1.7093801237846333,71.71344995498657
18,13.110331369643045,1.6782929467373207,71.88641810417175
19,12.988644500496765,1.6954242518690765,71.55235505104065
20,13.122633746231845,1.761175624659804,71.58898735046387
21,11.939189049267862,1.7141754900822874,71.17927622795105
22,13.137254641323016,1.7029862325699603,71.74963402748108
23,13.913634473292523,1.7844185125632364,71.36282777786255
24,12.099386439820515,1.7882653324981856,72.32957196235657
25,11.672746150189845,1.8102056367801187,72.54781317710876
26,11.707935532087525,1.7663906910380378,71.43456602096558
27,12.292526381356376,1.7359585371173796,71.55120396614075
28,11.722368601206187,1.7885477451678833,71.3525321483612
29,11.06516578851059,1.6898782240237042,71.6347439289093
30,11.343283552000422,1.7646093733323729,72.15597915649414
31,10.888720041076189,1.8191177284782702,71.95507502555847
32,10.99897779000772,1.6191588646727182,72.52441501617432
33,11.012485110161387,1.8514005317062627,72.01333808898926
34,10.667003491670469,1.563948292549842,72.3262677192688
35,9.632310377584922,1.6173903460059662,72.16918301582336
36,9.370682112498633,1.6126976638543802,72.712406873703
37,10.237929992233925,1.6931086055568008,72.26906490325928
38,9.976742615570894,1.8056337325299372,72.22027325630188
39,9.80808840939437,1.66804066642386,71.876216173172
40,9.539317572899307,1.8426043400998975,73.50209879875183
41,10.277933897659125,1.631832101957394,73.52089810371399
42,9.962192958846515,1.6922097544852501,73.32290196418762
43,9.574273113118176,1.6426579939211652,73.49558687210083
44,9.566919588214182,1.590634601363719,73.03324604034424
45,10.596658767420353,1.6160468742495677,73.55839681625366
46,8.48545199287444,1.7005306306432506,73.79541397094727
47,9.702651506225115,1.5870787198426293,73.0925509929657
48,10.304153486568495,1.5687094307988068,73.82449674606323
49,8.796887237593014,1.7003224690755208,73.95936489105225
50,8.823978007990421,1.703692618614989,73.01124787330627
1,7.826839660585617,1.703941616204267,72.86518478393555
2,8.64414627119381,1.6614540913065925,72.21502590179443
3,8.542324852299046,1.54314599792814,71.88899683952332
4,8.332571151173713,1.506115626767685,72.47889304161072
5,8.336681956950303,1.505202788472827,72.63710403442383
6,8.26707311578699,1.511012926779158,72.33645582199097
7,8.410401837706106,1.7095577886195783,71.57461309432983
8,8.174814798657039,1.5167703055293182,72.9847822189331
9,8.743535896065612,1.5996775601079556,73.27719497680664
10,7.583951204439848,1.643449189232998,72.24921894073486
11,9.294884265619816,1.5056940401838126,73.09644174575806
12,8.007343233322084,1.585073898398811,72.96811699867249
13,7.890761117677431,1.597271726431091,72.0394058227539
14,8.639799199049078,1.4979715816310195,72.29175400733948
15,8.440286883055933,1.5896178490477182,72.71115493774414
16,8.354521515746834,1.5981793638135566,71.67646384239197
17,7.3401493418630945,1.6785116768925568,72.02601218223572
18,8.071583291278383,1.5893685596236766,72.63380932807922
19,7.805287423741404,1.577467913184661,71.90882205963135
20,7.246064867292132,1.5972183519373826,71.91025590896606
21,6.920120736346742,1.5681978653037483,72.10923504829407
22,7.308027127534727,1.5696027891232016,74.94335722923279
23,8.418048181128778,1.571610872862769,73.75476908683777
24,8.093888555254255,1.5506179267591467,72.75521516799927
25,7.091137072294375,1.5240504884980415,73.27328181266785
26,6.507912348596285,1.5960148045274078,73.67865920066833
27,7.396694304860237,1.4972300503423306,74.26917600631714
28,7.805896968915196,1.5641976445099044,74.0044538974762
29,7.911704133376191,1.6748366642519426,72.14742183685303
30,7.171472087329879,1.5127352938625982,72.1016321182251
31,7.418766380737186,1.5624286255549864,72.55484676361084
32,7.430946438469022,1.5484247885115159,73.15556597709656
33,6.852181408856366,1.5823061166565275,73.22068667411804
34,7.074114039137557,1.6070073237184619,72.7557909488678
35,6.915008515464753,1.7972686642506084,72.33778786659241
36,7.721151524989301,1.489965918285599,73.27735614776611
37,7.895686738739603,1.5387520295023267,72.4177737236023
38,8.300745478007784,1.549522337366323,72.45992112159729
39,7.158680201497317,1.5389792437110443,72.2528989315033
40,7.282940967662914,1.5307504831116057,72.6529107093811
41,7.474440898674335,1.6400141689946743,72.37653875350952
42,6.682081443462593,1.4924227396647136,72.9828691482544
43,6.201526115299652,1.5138855188922153,72.72390174865723
44,6.120691628990026,1.5384326371990267,72.48826122283936
45,6.685072858361203,1.7050381853280823,72.3784761428833
46,6.580402510506766,1.5339204548486596,71.88939785957336
47,7.074826374937668,1.5097411942612278,73.05127501487732
48,7.240251548501976,1.5025819142659504,72.19494295120239
49,6.561565841026748,1.5750380239851487,72.2011730670929
50,6.667123264327473,1.4866435358433123,72.15151286125183
1,6.64684822752669,1.5928083534449176,72.55303716659546
2,6.529798448776186,1.5583285555813482,72.44921803474426
3,6.245116290898857,1.4877419810477501,73.4790849685669
4,5.570906493654583,1.475988846659009,73.28616118431091
5,7.578690492048227,1.459633352977982,72.33395886421204
6,6.1465435469933,1.4733972497325125,72.3346529006958
7,6.694653940016699,1.4122895933891255,72.40344190597534
8,6.65266600170651,1.5801361375819138,73.71741008758545
9,6.3577211464694106,1.568634867016735,72.88837504386902
10,6.339623097747449,1.479040104183343,72.03903698921204
11,6.135446154472911,1.5304013236624296,71.98206114768982
12,6.732124164758042,1.6398981646761868,72.17144227027893
13,6.712841067074809,1.6023733003543374,73.49426102638245
14,5.734794031238924,1.7128123715927042,71.58380699157715
15,5.920082346352832,1.5312229635936967,72.53253102302551
16,5.764250757151129,1.4707580733168972,73.08848214149475
17,5.663534123925168,1.4475991295986488,71.90337204933167
18,6.051734740209396,1.4627433109804582,72.04059290885925
19,5.481592180185797,1.5399341062118448,72.48196697235107
20,5.786400189270845,1.4408372660152247,72.44176173210144
21,5.910353362330138,1.489435477334945,72.77711701393127
22,5.817904917890041,1.4271599191134092,72.45889782905579
23,5.854772744491754,1.5170090472111937,72.12876486778259
24,5.472216631915118,1.5345312858539852,73.32317900657654
25,6.388859969768745,1.50297733994781,73.22444009780884
26,5.6883530082849925,1.467947266792339,73.68207478523254
27,6.866950524819864,1.6464201400840217,73.00836205482483
28,6.846760291390438,1.4391192868759073,72.66260719299316
29,6.1685907794702,1.4349380972606889,73.16955900192261
30,5.632904108887013,1.4024262141660262,72.67482805252075
31,6.226650889775928,1.4703102111816406,72.76187801361084
32,5.214425201121444,1.420198378015737,71.97731018066406
33,5.491348588788831,1.393564797490021,72.6512610912323
34,5.689204319103344,1.5295677185058594,72.60562992095947
35,5.830859648214804,1.46124853332186,73.43971300125122
36,5.321786924678847,1.4344001102968644,72.81567811965942
37,5.747516908240595,1.4616187152966775,72.6255271434784
38,5.471476009913853,1.4842411103795787,72.6942708492279
39,5.554539382227599,1.4672130626407478,72.29091119766235
40,5.793398593843674,1.4899435408128416,72.04605221748352
41,5.026848421133623,1.4863610606375939,72.59496188163757
42,5.494795225762032,1.4885538028237597,72.67205476760864
43,5.341862155663921,1.4518713820827462,72.67849922180176
44,5.177804919283362,1.4433611468539211,72.35627698898315
45,5.107342316837385,1.5157659040774152,73.02192783355713
46,5.589124342649599,1.3693796168259584,72.20235896110535
47,5.043268951209816,1.3958501555229146,73.20287227630615
48,4.854882893875299,1.5530280024627519,72.56513833999634
49,4.7001274580200665,1.3897437632409602,72.27316689491272
50,5.057745263383195,1.3544987954728591,72.4760262966156
1,5.386534352100034,1.409814699100015,72.44106388092041
2,5.289592231102431,1.3840801572539116,71.60928583145142
3,4.790511797754,1.4298494682937373,71.65199613571167
4,5.37894158197646,1.3612350505557869,72.24008011817932
5,5.31669080579603,1.4546537764085448,72.32718014717102
6,5.514767146018481,1.430316737440766,71.69906425476074
7,4.772262945138349,1.5191105493430883,71.56395387649536
8,5.616207921827161,1.380689975342464,72.12296080589294
9,5.018007267395962,1.5038516143632066,71.43926405906677
10,5.272255701448006,1.510883404257519,72.09430193901062
11,4.869868771910207,1.3936416959502007,72.41295719146729
12,5.314055197947734,1.440036064940072,72.21628212928772
13,5.122603967843369,1.3846080342277152,72.3145751953125
14,4.932093916712581,1.306521973323301,72.36687064170837
15,4.655669541892858,1.323867672779521,72.02187728881836
16,5.292369113465534,1.4645581688385843,72.23305106163025
17,5.198843271115572,1.5330142245266607,72.57187080383301
18,5.095600177882721,1.4368463943564826,72.32749485969543
19,4.626415569349605,1.3706935298898832,73.1770658493042
20,4.883909908500877,1.3755313060322747,72.11297082901001
21,4.7260515551769595,1.4834449851447766,72.01040267944336
22,4.757359003928637,1.3539451015451567,71.59558391571045
23,4.697636676110816,1.436831698391607,70.66946601867676
24,4.696954509926579,1.3976181634788305,70.61579179763794
25,4.91176751957897,1.3533553660241633,70.68416213989258
26,4.898849807650887,1.4162123424759328,70.66034770011902
27,4.419874854069419,1.4777864445754088,71.1546790599823
